id,device_id,temperature,humidity,outdoor_temperature,weather_condition,alert,timestamp,ldr_value,ldr_alert
28,ESP32_01,14.8125,69.0,12.7,,1,2026-01-07 20:23:17.638161,,0
29,ESP32_01,14.8125,69.0,12.7,,1,2026-01-07 20:23:21.116048,,0
30,ESP32_01,14.8125,69.0,12.7,,1,2026-01-07 20:23:25.955641,,0
31,ESP32_01,14.8125,69.0,12.7,,1,2026-01-07 20:23:28.999098,,0
32,ESP32_01,14.8125,69.0,12.7,,1,2026-01-07 20:23:32.479006,,0
33,ESP32_01,14.8125,69.0,12.7,,1,2026-01-07 20:23:37.315220,,0
34,ESP32_01,14.8125,69.0,12.7,,1,2026-01-07 20:23:40.571777,,0
35,ESP32_01,14.8125,69.0,12.7,,0,2026-01-07 20:23:43.746245,,0
36,ESP32_01,14.8125,69.0,12.7,,0,2026-01-07 20:23:48.251690,,0
37,ESP32_01,14.75,69.0,12.7,,0,2026-01-07 20:23:51.431739,,0
38,ESP32_01,14.8125,69.0,12.7,,0,2026-01-07 20:23:54.411573,,0
39,ESP32_01,14.75,69.0,12.7,,0,2026-01-07 20:23:58.851172,,0
40,ESP32_01,14.75,69.0,12.7,,0,2026-01-07 20:24:01.874999,,0
41,ESP32_01,14.75,69.0,12.7,,0,2026-01-07 20:24:05.149076,,0
42,ESP32_01,14.75,69.0,12.7,,0,2026-01-07 20:24:09.564824,,0
43,ESP32_01,14.8125,69.0,12.7,,0,2026-01-07 20:24:12.528655,,0
44,ESP32_01,14.75,69.0,12.7,,0,2026-01-07 20:24:15.650791,,0
45,ESP32_01,14.8125,69.0,12.7,,0,2026-01-07 20:24:20.310956,,0
46,ESP32_01,14.8125,69.0,12.7,,0,2026-01-07 20:24:23.286639,,0
47,ESP32_01,14.75,69.0,12.7,,0,2026-01-07 20:24:26.356389,,0
48,ESP32_01,14.8125,69.0,12.7,,0,2026-01-07 20:24:30.743517,,0
49,ESP32_01,14.8125,69.0,12.7,,0,2026-01-07 20:24:33.922567,,0
50,ESP32_01,14.75,69.0,12.7,,0,2026-01-07 20:24:36.912819,,0
51,ESP32_01,14.8125,69.0,12.7,,0,2026-01-07 20:24:42.479139,,0
52,ESP32_01,14.8125,69.0,12.7,,0,2026-01-07 20:24:45.498649,,0
53,ESP32_01,14.75,69.0,12.7,,0,2026-01-07 20:24:48.591349,,0
54,ESP32_01,14.75,69.0,12.7,,0,2026-01-07 20:24:52.968653,,0
55,ESP32_01,14.75,69.0,12.7,,0,2026-01-07 20:24:56.074226,,0
56,ESP32_01,14.8125,69.0,12.7,,0,2026-01-07 20:24:59.532597,,0
57,ESP32_01,14.75,69.0,12.7,,1,2026-01-07 20:25:04.434464,,0
58,ESP32_01,14.75,69.0,12.7,,0,2026-01-07 20:25:07.750874,,0
59,ESP32_01,14.75,69.0,12.7,,0,2026-01-07 20:25:10.990719,,0
60,ESP32_01,14.75,69.0,12.7,,0,2026-01-07 20:25:15.374788,,0
61,ESP32_01,14.6875,69.0,12.7,,0,2026-01-07 20:25:18.359085,,0
62,ESP32_01,14.75,69.0,12.7,,0,2026-01-07 20:25:21.544669,,0
63,ESP32_01,14.75,69.0,12.7,,0,2026-01-07 20:25:26.560531,,0
64,ESP32_01,14.75,69.0,12.7,,0,2026-01-07 20:25:29.539432,,0
65,ESP32_01,14.75,69.0,12.7,,0,2026-01-07 20:25:33.016429,,0
66,ESP32_01,14.8125,69.0,12.7,,0,2026-01-07 20:25:37.610835,,0
67,ESP32_01,14.75,69.0,12.7,,0,2026-01-07 20:25:40.587061,,0
68,ESP32_01,14.8125,69.0,12.7,,0,2026-01-07 20:25:44.256144,,0
69,ESP32_01,14.8125,69.0,12.7,,0,2026-01-07 20:25:48.678241,,0
70,ESP32_01,14.75,69.0,12.7,,0,2026-01-07 20:25:51.753596,,0
71,ESP32_01,14.75,69.0,12.7,,0,2026-01-07 20:25:55.273929,,0
72,ESP32_01,14.75,69.0,12.7,,0,2026-01-07 20:25:59.642815,,0
73,ESP32_01,14.75,69.0,12.7,,0,2026-01-07 20:26:02.912759,,0
74,ESP32_01,14.75,69.0,12.7,,0,2026-01-07 20:26:05.892020,,0
75,ESP32_01,14.75,69.0,12.7,,0,2026-01-07 20:26:10.726972,,0
76,ESP32_01,14.75,69.0,12.7,,0,2026-01-07 20:26:13.869202,,0
77,ESP32_01,14.75,69.0,12.7,,0,2026-01-07 20:26:17.138028,,0
78,ESP32_01,14.75,69.0,12.7,,0,2026-01-07 20:26:21.545942,,0
79,ESP32_01,14.75,69.0,12.7,,0,2026-01-07 20:26:24.596125,,0
80,ESP32_01,14.8125,69.0,12.7,,0,2026-01-07 20:26:27.904295,,0
81,ESP32_01,14.75,69.0,12.7,,0,2026-01-07 20:26:32.193638,,0
82,ESP32_01,14.75,69.0,12.7,,0,2026-01-07 20:26:35.455713,,0
83,ESP32_01,14.75,69.0,12.7,,0,2026-01-07 20:26:38.447447,,0
84,ESP32_01,14.75,69.0,12.7,,0,2026-01-07 20:26:43.465241,,0
85,ESP32_01,14.75,69.0,12.7,,0,2026-01-07 20:26:46.844391,,0
86,ESP32_01,14.75,69.0,12.7,,0,2026-01-07 20:26:50.008656,,0
87,ESP32_01,14.75,69.0,12.7,,0,2026-01-07 20:26:54.529170,,0
88,ESP32_01,14.75,69.0,12.7,,0,2026-01-07 20:26:57.493661,,0
89,ESP32_01,14.75,69.0,12.7,,0,2026-01-07 20:27:00.999316,,0
90,ESP32_01,14.75,69.0,12.7,,0,2026-01-07 20:27:05.510949,,0
91,ESP32_01,14.75,69.0,12.7,,0,2026-01-07 20:27:08.547038,,0
92,ESP32_01,14.8125,69.0,12.7,,0,2026-01-07 20:27:12.034838,,0
93,ESP32_01,14.8125,69.0,12.7,,0,2026-01-07 20:27:16.960125,,0
94,ESP32_01,14.8125,69.0,12.7,,0,2026-01-07 20:27:20.740197,,0
95,ESP32_01,14.8125,69.0,12.7,,0,2026-01-07 20:27:23.730114,,0
96,ESP32_01,14.8125,69.0,12.7,,0,2026-01-07 20:27:28.137891,,0
97,ESP32_01,14.8125,69.0,12.7,,0,2026-01-07 20:27:31.179853,,0
98,ESP32_01,14.8125,69.0,12.7,,0,2026-01-07 20:27:34.674324,,0
99,ESP32_01,14.8125,69.0,12.7,,0,2026-01-07 20:27:39.686868,,0
100,ESP32_01,14.75,69.0,12.7,,0,2026-01-07 20:27:42.843687,,0
101,ESP32_01,14.8125,69.0,12.7,,0,2026-01-07 20:27:46.360257,,0
102,ESP32_01,14.75,69.0,12.7,,0,2026-01-07 20:27:51.137380,,0
103,ESP32_01,14.75,69.0,12.7,,0,2026-01-07 20:27:54.641940,,0
104,ESP32_01,14.75,69.0,12.7,,0,2026-01-07 20:27:58.146422,,0
105,ESP32_01,14.75,69.0,12.7,,0,2026-01-07 20:28:02.524364,,0
106,ESP32_01,14.75,69.0,12.7,,0,2026-01-07 20:28:05.530369,,0
107,ESP32_01,14.8125,69.0,12.7,,0,2026-01-07 20:28:08.760062,,0
108,ESP32_01,14.8125,69.0,12.7,,0,2026-01-07 20:28:13.574309,,0
109,ESP32_01,14.8125,69.0,12.7,,0,2026-01-07 20:28:17.080368,,0
110,ESP32_01,14.8125,69.0,12.7,,0,2026-01-07 20:28:20.534921,,0
111,ESP32_01,14.75,69.0,12.7,,0,2026-01-07 20:28:25.537208,,0
112,ESP32_01,14.75,69.0,12.7,,0,2026-01-07 20:28:28.742891,,0
113,ESP32_01,14.8125,69.0,12.7,,0,2026-01-07 20:28:32.259195,,0
114,ESP32_01,14.75,69.0,12.7,,0,2026-01-07 20:28:36.630247,,0
115,ESP32_01,14.75,69.0,12.7,,0,2026-01-07 20:28:40.206195,,0
116,ESP32_01,14.75,69.0,12.7,,0,2026-01-07 20:28:43.277880,,0
117,ESP32_01,14.75,69.0,12.7,,0,2026-01-07 20:28:47.983707,,0
118,ESP32_01,14.75,69.0,12.7,,0,2026-01-07 20:28:51.137339,,0
119,ESP32_01,14.75,69.0,12.7,,0,2026-01-07 20:28:54.225323,,0
120,ESP32_01,14.75,69.0,12.7,,0,2026-01-07 20:28:58.643011,,0
121,ESP32_01,14.75,69.0,12.7,,0,2026-01-07 20:29:01.609782,,0
122,ESP32_01,14.8125,69.0,12.7,,0,2026-01-07 20:29:05.392406,,0
123,ESP32_01,14.75,69.0,12.7,,0,2026-01-07 20:29:10.095075,,0
124,ESP32_01,14.6875,69.0,12.7,,0,2026-01-07 20:29:13.474314,,0
125,ESP32_01,14.6875,69.0,12.7,,0,2026-01-07 20:29:16.552447,,0
126,ESP32_01,14.75,69.0,12.7,,0,2026-01-07 20:29:21.482691,,0
127,ESP32_01,14.75,69.0,12.7,,0,2026-01-07 20:29:24.538646,,0
128,ESP32_01,14.8125,69.0,12.7,,0,2026-01-07 20:29:28.005918,,0
129,ESP32_01,14.75,69.0,12.7,,0,2026-01-07 20:29:32.818149,,0
130,ESP32_01,14.75,69.0,12.7,,0,2026-01-07 20:29:36.389885,,0
131,ESP32_01,14.75,69.0,12.7,,1,2026-01-07 20:29:39.469716,,0
132,ESP32_01,14.75,69.0,12.7,,1,2026-01-07 20:29:43.888477,,0
133,ESP32_01,14.75,69.0,12.7,,0,2026-01-07 20:29:46.846868,,0
134,ESP32_01,14.8125,69.0,12.7,,0,2026-01-07 20:29:49.925380,,0
135,ESP32_01,14.75,69.0,12.7,,0,2026-01-07 20:29:54.318714,,0
136,ESP32_01,14.75,69.0,12.7,,0,2026-01-07 20:29:57.287498,,0
137,ESP32_01,14.6875,69.0,12.6,,0,2026-01-07 20:30:00.422268,,0
138,ESP32_01,14.6875,69.0,12.6,,0,2026-01-07 20:30:07.540325,,0
139,ESP32_01,14.75,69.0,12.6,,0,2026-01-07 20:30:11.428538,,0
140,ESP32_01,14.75,69.0,12.6,,0,2026-01-07 20:30:14.622064,,0
141,ESP32_01,14.8125,69.0,12.6,,0,2026-01-07 20:30:19.530894,,0
142,ESP32_01,14.75,69.0,12.6,,0,2026-01-07 20:30:22.522894,,0
143,ESP32_01,14.75,69.0,12.6,,0,2026-01-07 20:30:25.604496,,0
144,ESP32_01,14.75,69.0,12.6,,0,2026-01-07 20:30:29.980479,,0
145,ESP32_01,14.75,69.0,12.6,,0,2026-01-07 20:30:33.146861,,0
146,ESP32_01,14.75,69.0,12.6,,0,2026-01-07 20:30:36.140765,,0
147,ESP32_01,14.75,69.0,12.6,,0,2026-01-07 20:30:40.877991,,0
148,ESP32_01,14.75,69.0,12.6,,0,2026-01-07 20:30:43.934018,,0
149,ESP32_01,14.8125,69.0,12.6,,0,2026-01-07 20:30:46.962472,,0
150,ESP32_01,14.75,69.0,12.6,,0,2026-01-07 20:30:51.984940,,0
151,ESP32_01,14.75,69.0,12.6,,0,2026-01-07 20:30:55.636652,,0
152,ESP32_01,14.75,69.0,12.6,,0,2026-01-07 20:30:58.685801,,0
153,ESP32_01,14.75,69.0,12.6,,0,2026-01-07 20:31:03.352890,,0
154,ESP32_01,14.75,69.0,12.6,,0,2026-01-07 20:31:06.549142,,0
155,ESP32_01,14.75,69.0,12.6,,0,2026-01-07 20:31:09.594022,,0
156,ESP32_01,14.75,69.0,12.6,,0,2026-01-07 20:31:14.003973,,0
157,ESP32_01,14.75,69.0,12.6,,0,2026-01-07 20:31:17.079470,,0
158,ESP32_01,14.75,69.0,12.6,,0,2026-01-07 20:31:20.143794,,0
159,ESP32_01,14.75,69.0,12.6,,0,2026-01-07 20:31:25.150871,,0
160,ESP32_01,14.8125,69.0,12.6,,0,2026-01-07 20:31:28.151175,,0
161,ESP32_01,14.8125,69.0,12.6,,0,2026-01-07 20:31:31.603149,,0
162,ESP32_01,14.75,69.0,12.6,,0,2026-01-07 20:31:36.165700,,0
163,ESP32_01,14.75,69.0,12.6,,0,2026-01-07 20:31:39.180241,,0
164,ESP32_01,14.8125,69.0,12.6,,0,2026-01-07 20:31:42.707149,,0
165,ESP32_01,14.75,69.0,12.6,,0,2026-01-07 20:31:47.383623,,0
166,ESP32_01,14.75,69.0,12.6,,0,2026-01-07 20:31:50.435000,,0
167,ESP32_01,14.75,69.0,12.6,,0,2026-01-07 20:31:53.918800,,0
168,ESP32_01,14.8125,69.0,12.6,,0,2026-01-07 20:31:58.837538,,0
169,ESP32_01,14.8125,69.0,12.6,,0,2026-01-07 20:32:02.481874,,0
170,ESP32_01,14.75,69.0,12.6,,0,2026-01-07 20:32:06.955601,,0
171,ESP32_01,14.75,69.0,12.6,,0,2026-01-07 20:32:11.450146,,0
172,ESP32_01,14.8125,69.0,12.6,,0,2026-01-07 20:32:14.808684,,0
173,ESP32_01,14.75,69.0,12.6,,0,2026-01-07 20:32:17.908805,,0
174,ESP32_01,14.75,69.0,12.6,,0,2026-01-07 20:32:22.740465,,0
175,ESP32_01,14.75,69.0,12.6,,0,2026-01-07 20:32:25.782100,,0
176,ESP32_01,14.8125,69.0,12.6,,0,2026-01-07 20:32:28.869014,,0
177,ESP32_01,14.8125,69.0,12.6,,0,2026-01-07 20:32:33.361604,,0
178,ESP32_01,14.75,69.0,12.6,,0,2026-01-07 20:32:36.515631,,0
179,ESP32_01,14.8125,69.0,12.6,,0,2026-01-07 20:32:39.801166,,0
180,ESP32_01,14.8125,69.0,12.6,,0,2026-01-07 20:32:44.620443,,0
181,ESP32_01,14.75,69.0,12.6,,0,2026-01-07 20:32:48.020440,,0
182,ESP32_01,14.75,69.0,12.6,,0,2026-01-07 20:32:51.516373,,0
183,ESP32_01,14.75,69.0,12.6,,0,2026-01-07 20:32:55.998430,,0
184,ESP32_01,14.75,69.0,12.6,,0,2026-01-07 20:32:59.259325,,0
185,ESP32_01,14.8125,69.0,12.6,,0,2026-01-07 20:33:02.436858,,0
186,ESP32_01,14.75,69.0,12.6,,0,2026-01-07 20:33:06.842214,,0
187,ESP32_01,14.75,69.0,12.6,,0,2026-01-07 20:33:09.814243,,0
188,ESP32_01,14.8125,69.0,12.6,,0,2026-01-07 20:33:13.391614,,0
189,ESP32_01,14.8125,69.0,12.6,,0,2026-01-07 20:33:18.023795,,0
190,ESP32_01,14.8125,69.0,12.6,,0,2026-01-07 20:33:21.064515,,0
191,ESP32_01,14.8125,69.0,12.6,,0,2026-01-07 20:33:24.554504,,0
192,ESP32_01,14.75,69.0,12.6,,0,2026-01-07 20:33:29.162215,,0
193,ESP32_01,14.75,69.0,12.6,,0,2026-01-07 20:33:32.122249,,0
194,ESP32_01,14.75,69.0,12.6,,0,2026-01-07 20:33:35.707379,,0
195,ESP32_01,14.6875,69.0,12.6,,0,2026-01-07 20:33:40.010831,,0
196,ESP32_01,14.75,69.0,12.6,,0,2026-01-07 20:33:42.990135,,0
197,ESP32_01,14.8125,69.0,12.6,,0,2026-01-07 20:33:46.664481,,0
198,ESP32_01,14.75,69.0,12.6,,0,2026-01-07 20:33:51.100006,,0
199,ESP32_01,14.75,69.0,12.6,,0,2026-01-07 20:33:54.446795,,0
200,ESP32_01,14.75,69.0,12.6,,0,2026-01-07 20:33:57.722014,,0
201,ESP32_01,14.75,69.0,12.6,,0,2026-01-07 20:34:02.025516,,0
202,ESP32_01,14.75,69.0,12.6,,0,2026-01-07 20:34:04.999341,,0
203,ESP32_01,14.8125,69.0,12.6,,0,2026-01-07 20:34:08.501721,,0
204,ESP32_01,14.75,69.0,12.6,,0,2026-01-07 20:34:13.114822,,0
205,ESP32_01,14.8125,69.0,12.6,,0,2026-01-07 20:34:16.296153,,0
206,ESP32_01,14.8125,69.0,12.6,,0,2026-01-07 20:34:19.457914,,0
207,ESP32_01,14.8125,69.0,12.6,,0,2026-01-07 20:34:23.837618,,0
208,ESP32_01,14.8125,69.0,12.6,,0,2026-01-07 20:34:26.801719,,0
209,ESP32_01,14.875,69.0,12.6,,0,2026-01-07 20:34:30.296010,,0
210,ESP32_01,14.875,69.0,12.6,,0,2026-01-07 20:34:34.783495,,0
211,ESP32_01,14.8125,69.0,12.6,,0,2026-01-07 20:34:37.769900,,0
212,ESP32_01,14.875,69.0,12.6,,0,2026-01-07 20:34:41.241092,,0
213,ESP32_01,14.875,69.0,12.6,,0,2026-01-07 20:34:45.863097,,0
214,ESP32_01,14.8125,69.0,12.6,,0,2026-01-07 20:34:48.825340,,0
215,ESP32_01,14.875,69.0,12.6,,0,2026-01-07 20:34:52.340569,,0
216,ESP32_01,14.875,69.0,12.6,,0,2026-01-07 20:34:57.121369,,0
217,ESP32_01,14.875,69.0,12.6,,0,2026-01-07 20:35:00.790811,,0
218,ESP32_01,14.875,69.0,12.6,,0,2026-01-07 20:35:04.066507,,0
219,ESP32_01,14.875,69.0,12.6,,0,2026-01-07 20:35:08.590670,,0
220,ESP32_01,14.875,69.0,12.6,,0,2026-01-07 20:35:11.576018,,0
221,ESP32_01,14.8125,69.0,12.6,,0,2026-01-07 20:35:14.835745,,0
222,ESP32_01,14.875,69.0,12.6,,0,2026-01-07 20:35:19.250002,,0
223,ESP32_01,14.875,69.0,12.6,,0,2026-01-07 20:35:22.305597,,0
224,ESP32_01,14.875,69.0,12.6,,0,2026-01-07 20:35:25.815271,,0
225,ESP32_01,14.9375,69.0,12.6,,0,2026-01-07 20:35:30.808301,,0
226,ESP32_01,14.875,69.0,12.6,,0,2026-01-07 20:35:33.959370,,0
227,ESP32_01,14.875,69.0,12.6,,0,2026-01-07 20:35:36.961529,,0
228,ESP32_01,14.875,69.0,12.6,,0,2026-01-07 20:35:41.767338,,0
229,ESP32_01,14.9375,69.0,12.6,,0,2026-01-07 20:35:44.849422,,0
230,ESP32_01,14.875,69.0,12.6,,0,2026-01-07 20:35:47.928295,,0
231,ESP32_01,14.875,69.0,12.6,,0,2026-01-07 20:35:52.433589,,0
232,ESP32_01,14.9375,69.0,12.6,,0,2026-01-07 20:35:55.487554,,0
233,ESP32_01,14.9375,69.0,12.6,,0,2026-01-07 20:35:58.998092,,0
234,ESP32_01,14.875,69.0,12.6,,0,2026-01-07 20:36:03.489072,,0
235,ESP32_01,14.9375,69.0,12.6,,0,2026-01-07 20:36:06.439346,,0
236,ESP32_01,14.9375,69.0,12.6,,0,2026-01-07 20:36:09.918140,,0
237,ESP32_01,14.9375,69.0,12.6,,0,2026-01-07 20:36:14.531883,,0
238,ESP32_01,14.9375,69.0,12.6,,0,2026-01-07 20:36:17.804954,,0
239,ESP32_01,14.9375,69.0,12.6,,0,2026-01-07 20:36:20.822895,,0
240,ESP32_01,14.875,69.0,12.6,,0,2026-01-07 20:36:25.299683,,0
241,ESP32_01,14.9375,69.0,12.6,,0,2026-01-07 20:36:28.296130,,0
242,ESP32_01,14.9375,69.0,12.6,,0,2026-01-07 20:36:31.770046,,0
243,ESP32_01,14.9375,69.0,12.6,,0,2026-01-07 20:36:36.351746,,0
244,ESP32_01,14.9375,69.0,12.6,,0,2026-01-07 20:36:39.723937,,0
245,ESP32_01,14.875,69.0,12.6,,0,2026-01-07 20:36:42.730921,,0
246,ESP32_01,14.9375,69.0,12.6,,0,2026-01-07 20:36:47.720495,,0
247,ESP32_01,14.9375,69.0,12.6,,0,2026-01-07 20:36:50.780036,,0
248,ESP32_01,14.9375,69.0,12.6,,0,2026-01-07 20:36:54.334850,,0
249,ESP32_01,14.9375,69.0,12.6,,0,2026-01-07 20:36:58.678335,,0
250,ESP32_01,14.9375,69.0,12.6,,0,2026-01-07 20:37:01.742591,,0
251,ESP32_01,14.9375,69.0,12.6,,0,2026-01-07 20:37:04.818522,,0
252,ESP32_01,14.9375,69.0,12.6,,0,2026-01-07 20:37:09.639494,,0
253,ESP32_01,14.9375,69.0,12.6,,0,2026-01-07 20:37:13.113674,,0
254,ESP32_01,14.9375,69.0,12.6,,0,2026-01-07 20:37:16.630685,,0
255,ESP32_01,14.9375,69.0,12.6,,0,2026-01-07 20:37:21.036257,,0
256,ESP32_01,14.9375,69.0,12.6,,0,2026-01-07 20:37:24.026791,,0
257,ESP32_01,14.9375,69.0,12.6,,0,2026-01-07 20:37:27.249769,,0
258,ESP32_01,14.9375,69.0,12.6,,0,2026-01-07 20:37:31.987111,,0
259,ESP32_01,14.9375,69.0,12.6,,0,2026-01-07 20:37:34.927020,,0
260,ESP32_01,15.0,69.0,12.6,,0,2026-01-07 20:37:38.610193,,0
261,ESP32_01,14.9375,69.0,12.6,,0,2026-01-07 20:37:42.929103,,0
262,ESP32_01,14.9375,69.0,12.6,,0,2026-01-07 20:37:45.867502,,0
263,ESP32_01,15.0,69.0,12.6,,0,2026-01-07 20:37:49.101216,,0
264,ESP32_01,15.0,69.0,12.6,,0,2026-01-07 20:37:53.619406,,0
265,ESP32_01,14.9375,69.0,12.6,,0,2026-01-07 20:37:56.729774,,0
266,ESP32_01,14.9375,69.0,,,0,2026-01-07 20:37:59.823957,,0
267,ESP32_01,14.9375,69.0,12.6,,0,2026-01-07 20:38:07.688222,,0
268,ESP32_01,14.9375,69.0,12.6,,0,2026-01-07 20:38:10.864697,,0
269,ESP32_01,15.0,69.0,12.6,,0,2026-01-07 20:38:14.250967,,0
270,ESP32_01,15.0,69.0,12.6,,0,2026-01-07 20:38:19.011417,,0
271,ESP32_01,14.9375,69.0,12.6,,0,2026-01-07 20:38:22.531100,,0
272,ESP32_01,14.9375,69.0,12.6,,0,2026-01-07 20:38:25.516928,,0
273,ESP32_01,14.9375,69.0,12.6,,0,2026-01-07 20:38:30.129185,,0
274,ESP32_01,14.9375,69.0,12.6,,0,2026-01-07 20:38:33.167583,,0
275,ESP32_01,14.9375,69.0,12.6,,0,2026-01-07 20:38:36.514036,,0
276,ESP32_01,14.9375,69.0,12.6,,0,2026-01-07 20:38:40.873368,,0
277,ESP32_01,14.9375,69.0,12.6,,0,2026-01-07 20:38:44.029356,,0
278,ESP32_01,14.9375,69.0,12.6,,0,2026-01-07 20:38:47.104025,,0
279,ESP32_01,14.875,69.0,12.6,,0,2026-01-07 20:38:51.619622,,0
280,ESP32_01,14.9375,69.0,12.6,,0,2026-01-07 20:38:54.666372,,0
281,ESP32_01,15.0,69.0,12.6,,0,2026-01-07 20:38:57.724533,,0
282,ESP32_01,14.9375,69.0,12.6,,0,2026-01-07 20:39:02.250690,,0
283,ESP32_01,14.9375,69.0,12.6,,0,2026-01-07 20:39:05.229339,,0
284,ESP32_01,15.0,69.0,12.6,,0,2026-01-07 20:39:08.673703,,0
285,ESP32_01,15.0,69.0,12.6,,0,2026-01-07 20:39:13.040252,,0
286,ESP32_01,15.0,69.0,12.6,,0,2026-01-07 20:39:16.094876,,0
287,ESP32_01,15.0,69.0,12.6,,0,2026-01-07 20:39:19.670941,,0
288,ESP32_01,15.0,69.0,12.6,,0,2026-01-07 20:39:24.113188,,0
289,ESP32_01,15.0,69.0,12.6,,0,2026-01-07 20:39:27.261399,,0
290,ESP32_01,15.0,69.0,12.6,,0,2026-01-07 20:39:30.744882,,0
291,ESP32_01,15.0,69.0,12.6,,0,2026-01-07 20:39:35.555989,,0
292,ESP32_01,14.9375,69.0,12.6,,0,2026-01-07 20:39:38.675504,,0
293,ESP32_01,15.0,69.0,12.6,,0,2026-01-07 20:39:42.194921,,0
294,ESP32_01,15.0,69.0,12.6,,0,2026-01-07 20:39:46.520334,,0
295,ESP32_01,15.0,69.0,12.6,,0,2026-01-07 20:39:49.553534,,0
296,ESP32_01,15.0,69.0,12.6,,0,2026-01-07 20:39:52.645920,,0
297,ESP32_01,15.0,69.0,12.6,,0,2026-01-07 20:39:57.475241,,0
298,ESP32_01,15.0,69.0,12.6,,0,2026-01-07 20:40:00.591020,,0
299,ESP32_01,14.9375,69.0,12.6,,0,2026-01-07 20:40:05.650379,,0
300,ESP32_01,15.0,69.0,12.6,,0,2026-01-07 20:40:11.387503,,0
301,ESP32_01,14.9375,69.0,12.6,,0,2026-01-07 20:40:14.456791,,0
302,ESP32_01,14.9375,69.0,12.6,,0,2026-01-07 20:40:17.846529,,0
303,ESP32_01,14.9375,69.0,12.6,,0,2026-01-07 20:40:22.168366,,0
304,ESP32_01,14.9375,69.0,12.6,,0,2026-01-07 20:40:25.108275,,0
305,ESP32_01,15.0,69.0,12.6,,0,2026-01-07 20:40:29.422595,,0
306,ESP32_01,15.0,69.0,12.6,,0,2026-01-07 20:40:34.062789,,0
307,ESP32_01,14.9375,69.0,12.6,,0,2026-01-07 20:40:37.099436,,0
308,ESP32_01,15.0,69.0,12.6,,0,2026-01-07 20:40:40.692283,,0
309,ESP32_01,14.9375,69.0,12.6,,0,2026-01-07 20:40:45.178756,,0
310,ESP32_01,15.0,69.0,12.6,,0,2026-01-07 20:40:48.155672,,0
311,ESP32_01,14.9375,69.0,12.6,,0,2026-01-07 20:40:51.748825,,0
312,ESP32_01,15.0,69.0,12.6,,0,2026-01-07 20:41:19.444370,,0
313,ESP32_01,15.0,69.0,12.6,,0,2026-01-07 20:41:22.760783,,0
314,ESP32_01,15.0,69.0,12.6,,0,2026-01-07 20:41:27.263843,,0
315,ESP32_01,15.0,69.0,12.6,,0,2026-01-07 20:41:30.445419,,0
316,ESP32_01,15.0,69.0,12.6,,0,2026-01-07 20:41:33.708959,,0
317,ESP32_01,15.0,69.0,12.6,,0,2026-01-07 20:41:38.017227,,0
318,ESP32_01,15.0,69.0,12.6,,0,2026-01-07 20:41:41.016423,,0
319,ESP32_01,15.0,69.0,12.6,,0,2026-01-07 20:41:44.616071,,0
320,ESP32_01,15.0,69.0,12.6,,0,2026-01-07 20:41:49.176615,,0
